budget NN budget NOPre NOPost O
for IN for NOPre NOPost O
old JJ old NOPre NOPost B-movie.name
school NN school NOPre NOPost I-movie.name

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost B-movie.name
bourne NN bourne NOPre NOPost I-movie.name
identity NN identity identi e I-movie.name
's POS 's NOPre NOPost O
budget NN budget NOPre NOPost O

how WRB how NOPre NOPost O
much RB much NOPre NOPost O
did VVD do NOPre NOPost O
it PP it NOPre NOPost O
cost VVD cost NOPre NOPost O
to TO to NOPre NOPost O
produce VV produce produc r O
the DT the NOPre NOPost B-movie.name
deer NN deer NOPre NOPost I-movie.name
hunter NN hunter NOPre NOPost I-movie.name

provide VV provide provid r O
the DT the NOPre NOPost O
cost NN cost NOPre NOPost O
for IN for NOPre NOPost O
producing VVG produce produc d O
the DT the NOPre NOPost B-movie.name
deer NN deer NOPre NOPost I-movie.name
hunter NN hunter NOPre NOPost I-movie.name

will MD will NOPre NOPost O
you PP you NOPre NOPost O
show VV show NOPre NOPost O
the DT the NOPre NOPost O
cost NN cost NOPre NOPost O
to TO to NOPre NOPost O
produce VV produce produc r O
the DT the NOPre NOPost B-movie.name
deer NN deer NOPre NOPost I-movie.name
hunter NN hunter NOPre NOPost I-movie.name

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
budget NN budget NOPre NOPost O
for IN for NOPre NOPost O
the DT the NOPre NOPost B-movie.name
hobbit NN hobbit NOPre NOPost I-movie.name

can MD can NOPre NOPost O
i NNS i NOPre NOPost O
see VV see NOPre NOPost O
what WP what NOPre NOPost O
the DT the NOPre NOPost B-movie.name
lion NN lion NOPre NOPost I-movie.name
king NN king NOPre NOPost I-movie.name
's POS 's NOPre NOPost O
budget NN budget NOPre NOPost O
was VBD be NOPre NOPost O

show VV show NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost B-movie.name
lion NN lion NOPre NOPost I-movie.name
king NN king NOPre NOPost I-movie.name
's POS 's NOPre NOPost O
budget NN budget NOPre NOPost O

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
budget NN budget NOPre NOPost O
for IN for NOPre NOPost O
passion NN passion passio a I-movie.name
of IN of NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
christ NN christ NOPre NOPost I-movie.name

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
budget NN budget NOPre NOPost O
for IN for NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name
's POS 's NOPre NOPost O
budget NN budget NOPre NOPost O

who WP who NOPre NOPost O
does VVZ do NOPre NOPost O
ellen JJ ellen NOPre NOPost B-actor.name
degeneres NNS degeneres degene e I-actor.name
play VVP play NOPre NOPost O
in IN in NOPre NOPost O
finding VVG find findin i B-movie.name
nemo NN nemo NOPre NOPost I-movie.name

what WP what NOPre NOPost O
character NN character charac r O
did VVD do NOPre NOPost O
tom NN tom NOPre NOPost B-actor.name
hanks NNS hank NOPre NOPost I-actor.name
play VVP play NOPre NOPost O
in IN in NOPre NOPost O
apollo NN apollo NOPre NOPost B-movie.name
thirteen CD thirteen thirte i I-movie.name

lion NN lion NOPre NOPost B-movie.name
king NN king NOPre NOPost I-movie.name
characters NNS character charac a O

what WP what NOPre NOPost O
character NN character charac r O
did VVD do NOPre NOPost O
will NN will NOPre NOPost B-actor.name
smith NN smith NOPre NOPost I-actor.name
play NN play NOPre NOPost O
in IN in NOPre NOPost O
hitch NN hitch NOPre NOPost B-movie.name

what WP what NOPre NOPost O
role NN role NOPre NOPost O
did VVD do NOPre NOPost O
sarah NN sarah NOPre NOPost B-actor.name
polley NNS polley NOPre NOPost I-actor.name
play VVP play NOPre NOPost O
in RB in NOPre NOPost O
go VV go NOPre NOPost B-movie.name

what WP what NOPre NOPost O
was VBD be NOPre NOPost O
kevin NN kevin NOPre NOPost B-actor.name
james NNS james NOPre NOPost I-actor.name
role NN role NOPre NOPost O
in IN in NOPre NOPost O
hitch NN hitch NOPre NOPost B-movie.name

who WP who NOPre NOPost O
directed VVD direct direct r O
the DT the NOPre NOPost O
music NN music NOPre NOPost O
in IN in NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name

show VV show NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost O
music NN music NOPre NOPost O
composer NN composer compos m O
for IN for NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O

who WP who NOPre NOPost O
directed VVD direct direct r O
the DT the NOPre NOPost O
musical JJ musical musica u O
score NN score NOPre NOPost O
in IN in NOPre NOPost O
barfi NNS barfi NOPre NOPost B-movie.name

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
did VVD do NOPre NOPost O
ed NN editor NOPre NOPost B-actor.name
harris NNS harris NOPre NOPost I-actor.name
do VVP do NOPre NOPost O
with IN with NOPre NOPost O
tom NN tom NOPre NOPost B-actor.name
hanks NNS hank NOPre NOPost I-actor.name

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
were VBD be NOPre NOPost O
released VVN release releas l O
on IN on NOPre NOPost O
nine CD nine NOPre NOPost B-movie.release_date
twenty CD twenty NOPre NOPost I-movie.release_date
eight CD eight NOPre NOPost I-movie.release_date
twelve NN twelve NOPre NOPost I-movie.release_date

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
were VBD be NOPre NOPost O
filmed VVN film NOPre NOPost O
in IN in NOPre NOPost O
asia NN Asia NOPre NOPost B-movie.location

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
directed VVN direct direct r O
by IN by NOPre NOPost O
barbra NN barbra NOPre NOPost B-director.name
streisand NN streisand streis e I-director.name
have VHP have NOPre NOPost O
been VBN be NOPre NOPost O
shot VVN shoot NOPre NOPost O
in IN in NOPre NOPost O
the DT the NOPre NOPost O
czech NN Czech NOPre NOPost B-movie.location
republic NN republic republ p I-movie.location

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
albert NN albert NOPre NOPost B-producer.name
ruddy JJ ruddy NOPre NOPost I-producer.name
produced VVD produce produc o O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
lionsgate RB lionsgate lionsg n B-producer.name
done VVN do NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
did VVD do NOPre NOPost O
richard NN richard richar i B-director.name
lester NN lester NOPre NOPost I-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
has VHZ have NOPre NOPost O
taye NNS taye NOPre NOPost B-actor.name
diggs NNS diggs NOPre NOPost I-actor.name
been VBN be NOPre NOPost O
in IN in NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
ray NN ray NOPre NOPost B-producer.name
stark RB stark NOPre NOPost I-producer.name
produced VVN produce produc o O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
producers NNS producer produc d O
did VVD do NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
the DT the NOPre NOPost O
hitch NN hitch NOPre NOPost B-movie.name
have VHP have NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
charles NNS charles charle h B-director.name
vidor NN vidor NOPre NOPost I-director.name
directed VVD direct direct r O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
kristen NP Kristen kriste r B-actor.name
stewart NP Stewart stewar t I-actor.name
made VVD make NOPre NOPost O

i NNS i NOPre NOPost O
wonder VVP wonder NOPre NOPost O
how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
alfred NN alfred NOPre NOPost B-actor.name
hitchcock NN hitchcock hitchc c I-actor.name
was VBD be NOPre NOPost O
in IN in NOPre NOPost O
that WDT that NOPre NOPost O
he PP he NOPre NOPost O
directed VVD direct direct r O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
steven JJ steven NOPre NOPost B-director.name
spielberg NN spielberg spielb e I-director.name
directed VVD direct direct r O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
did VVD do NOPre NOPost O
robert JJ robert NOPre NOPost B-director.name
wise JJ wise NOPre NOPost I-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
tom NN tom NOPre NOPost B-actor.name
cruise NN cruise NOPre NOPost I-actor.name
starred VVN star starre t O
in IN in NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
did VVD do NOPre NOPost O
scorsese NN scorsese scorse o B-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
angelina NN angelina angeli g B-actor.name
jolie NN jolie NOPre NOPost I-actor.name
been VBN be NOPre NOPost O
in IN in NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
did VVD do NOPre NOPost O
victor NN victor NOPre NOPost B-director.name
fleming VVG fleming flemin l I-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
woody JJ woody NOPre NOPost B-director.name
allen NN allen NOPre NOPost I-director.name
directed VVD direct direct r O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
darla NN darla NOPre NOPost B-producer.name
anderson NN anderson anders d I-producer.name
produced VVD produce produc o O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
did VVD do NOPre NOPost O
alfred NN alfred NOPre NOPost B-director.name
hitchcock NN hitchcock hitchc c I-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
did VVD do NOPre NOPost O
hitchcock NN hitchcock hitchc c B-director.name
direct JJ direct NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
has VHZ have NOPre NOPost O
tom NN tom NOPre NOPost B-actor.name
hanks NNS hank NOPre NOPost I-actor.name
starred VVN star starre t O
in IN in NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
woody JJ woody NOPre NOPost B-director.name
allen NN allen NOPre NOPost I-director.name
movies NNS movie NOPre NOPost O
starred VVD star starre t O
diane NP Diane NOPre NOPost B-actor.name
keaton NP Keaton NOPre NOPost I-actor.name

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
films NNS film NOPre NOPost O
has VHZ have NOPre NOPost O
ed VVN edited NOPre NOPost B-actor.name
harris NNS harris NOPre NOPost I-actor.name
starred VVN star starre t O
in IN in NOPre NOPost O

how WRB how NOPre NOPost O
many JJ many NOPre NOPost O
movies NNS movie NOPre NOPost O
are VBP be NOPre NOPost O
made VVN make NOPre NOPost O
in IN in NOPre NOPost O
the DT the NOPre NOPost O
united VVN unite NOPre NOPost B-country.name
states NNS state NOPre NOPost I-country.name

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
footnote NN footnote footno o B-movie.name
made VVN make NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
did VVD do NOPre NOPost O
the DT the NOPre NOPost B-movie.name
flowers NNS flower flower l I-movie.name
of IN of NOPre NOPost I-movie.name
war NN war NOPre NOPost I-movie.name
come VVN come NOPre NOPost O
from IN from NOPre NOPost O

country NN country countr o O
of IN of NOPre NOPost O
le DT le NOPre NOPost B-movie.name
havre NN havre NOPre NOPost I-movie.name

what WP what NOPre NOPost O
country NN country countr o O
does VVZ do NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
kati NN kati NOPre NOPost B-movie.name
patang NN patang NOPre NOPost I-movie.name
comes VVZ come NOPre NOPost O
from IN from NOPre NOPost O

show VV show NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost O
name NN name NOPre NOPost O
of IN of NOPre NOPost O
the DT the NOPre NOPost O
country NN country countr o O
for IN for NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
thoda NN thoda NOPre NOPost B-movie.name
pyaar NN pyaar NOPre NOPost I-movie.name
thoda NN thoda NOPre NOPost I-movie.name
magic NN magic NOPre NOPost I-movie.name

can MD can NOPre NOPost O
you PP you NOPre NOPost O
tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
which WDT which NOPre NOPost O
country NN country countr o O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
kati NN kati NOPre NOPost B-movie.name
patang NN patang NOPre NOPost I-movie.name
comes VVZ come NOPre NOPost O
from IN from NOPre NOPost O

i NNS i NOPre NOPost O
need VVP need NOPre NOPost O
to TO to NOPre NOPost O
know VV know NOPre NOPost O
the DT the NOPre NOPost O
name NN name NOPre NOPost O
of IN of NOPre NOPost O
the DT the NOPre NOPost O
country NN country countr o O
to TO to NOPre NOPost O
which WDT which NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
kati NN kati NOPre NOPost B-movie.name
patang NN patang NOPre NOPost I-movie.name
belongs VVZ belong belong e O
to TO to NOPre NOPost O

show VV show NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost O
name NN name NOPre NOPost O
of IN of NOPre NOPost O
the DT the NOPre NOPost O
country NN country countr o O
from IN from NOPre NOPost O
which WDT which NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
kati NN kati NOPre NOPost B-movie.name
patang NN patang NOPre NOPost I-movie.name
comes VVZ come NOPre NOPost O

can MD can NOPre NOPost O
you PP you NOPre NOPost O
tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
which WDT which NOPre NOPost O
country NN country countr o O
does VVZ do NOPre NOPost O
thoda NN thoda NOPre NOPost B-movie.name
pyaar NN pyaar NOPre NOPost I-movie.name
thoda NN thoda NOPre NOPost I-movie.name
magic NN magic NOPre NOPost I-movie.name
belongs VVZ belong belong e O
to TO to NOPre NOPost O

give VV give NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost O
name NN name NOPre NOPost O
of IN of NOPre NOPost O
the DT the NOPre NOPost O
country NN country countr o O
for IN for NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
thoda NN thoda NOPre NOPost B-movie.name
pyaar NN pyaar NOPre NOPost I-movie.name
thoda NN thoda NOPre NOPost I-movie.name
magic NN magic NOPre NOPost I-movie.name

i NNS i NOPre NOPost O
need VVP need NOPre NOPost O
to TO to NOPre NOPost O
know VV know NOPre NOPost O
which WDT which NOPre NOPost O
country NN country countr o O
does VVZ do NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
thoda NN thoda NOPre NOPost B-movie.name
pyaar NN pyaar NOPre NOPost I-movie.name
thoda NN thoda NOPre NOPost I-movie.name
magic NN magic NOPre NOPost I-movie.name
belongs VVZ belong belong e O
to TO to NOPre NOPost O

country NN country countr o O
that WDT that NOPre NOPost O
made VVD make NOPre NOPost O
a DT a NOPre NOPost B-movie.name
separation NN separation separa r I-movie.name

what WP what NOPre NOPost O
country NN country countr o O
is VBZ be NOPre NOPost O
godzilla NN godzilla godzil d B-movie.name

country NN country countr o O
of IN of NOPre NOPost O
weekend NN weekend weeken e B-movie.name

i NP i NOPre NOPost O
would MD would NOPre NOPost O
like VV like NOPre NOPost O
to TO to NOPre NOPost O
search VV search NOPre NOPost O
for IN for NOPre NOPost O
what WP what NOPre NOPost O
country NN country countr o O
cell NN cell NOPre NOPost B-movie.name
21 CD @card@ NOPre NOPost I-movie.name
is VBZ be NOPre NOPost O
from IN from NOPre NOPost O

look VV look NOPre NOPost O
for IN for NOPre NOPost O
what WP what NOPre NOPost O
country NN country countr o O
cell NN cell NOPre NOPost B-movie.name
21 CD @card@ NOPre NOPost I-movie.name
is VBZ be NOPre NOPost O
from IN from NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
is VBZ be NOPre NOPost O
cell NN cell NOPre NOPost B-movie.name
21 CD @card@ NOPre NOPost I-movie.name
from IN from NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
did VVD do NOPre NOPost O
black JJ black NOPre NOPost B-movie.name
beauty NN beauty NOPre NOPost I-movie.name
come VVN come NOPre NOPost O
from IN from NOPre NOPost O

i NNS i NOPre NOPost O
need VVP need NOPre NOPost O
to TO to NOPre NOPost O
know VV know NOPre NOPost O
where WRB where NOPre NOPost O
trainspotting NN trainspotting trains o B-movie.name
comes VVZ come NOPre NOPost O
from IN from NOPre NOPost O

tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
where WRB where NOPre NOPost O
is VBZ be NOPre NOPost O
trainspotting VVG trainspotting trains o B-movie.name
from IN from NOPre NOPost O

which WDT which NOPre NOPost O
country NN country countr o O
made VVD make NOPre NOPost O
elizabeth NN elizabeth elizab z B-movie.name

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
trainspotting VVG trainspotting trains o B-movie.name
made VVN make NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
did VVD do NOPre NOPost O
shindler NN shindler shindl i B-movie.name
's POS 's NOPre NOPost I-movie.name
list NN list NOPre NOPost I-movie.name
come VVN come NOPre NOPost O
from IN from NOPre NOPost O

which WDT which NOPre NOPost O
country NN country countr o O
is VBZ be NOPre NOPost O
this DT this NOPre NOPost O
movie NN movie NOPre NOPost O
from IN from NOPre NOPost O

show VV show NOPre NOPost O
me PP me NOPre NOPost O
where WRB where NOPre NOPost O
black JJ black NOPre NOPost B-movie.name
swan NN swan NOPre NOPost I-movie.name
is VBZ be NOPre NOPost O
from IN from NOPre NOPost O

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
black JJ black NOPre NOPost B-movie.name
swan NN swan NOPre NOPost I-movie.name
produced VVD produce produc o O

what WP what NOPre NOPost O
is VBZ be NOPre NOPost O
the DT the NOPre NOPost O
origin NN origin NOPre NOPost O
of IN of NOPre NOPost O
casa NN casa NOPre NOPost B-movie.name
blanca NN blanca NOPre NOPost I-movie.name

origin NN origin NOPre NOPost O
of IN of NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name

lion NN lion NOPre NOPost B-movie.name
king NN king NOPre NOPost I-movie.name
filmed VVN film NOPre NOPost O
at IN at NOPre NOPost O

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
rocky JJ rocky NOPre NOPost B-movie.name
four CD four NOPre NOPost I-movie.name
filmed VVD film NOPre NOPost O

origin NN origin NOPre NOPost O
of IN of NOPre NOPost O
spanglish NN spanglish spangl n B-movie.name

movie NN movie NOPre NOPost O
made VVD make NOPre NOPost O
where WRB where NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
is VBZ be NOPre NOPost O
movie NN movie NOPre NOPost O
from IN from NOPre NOPost O

in IN in NOPre NOPost O
what WP what NOPre NOPost O
country NN country countr o O
was VBD be NOPre NOPost O
movie NN movie NOPre NOPost O
made VVN make NOPre NOPost O

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
movie NN movie NOPre NOPost O
made VVN make NOPre NOPost O

is VBZ be NOPre NOPost O
this DT this NOPre NOPost O
a DT a NOPre NOPost O
foreign JJ foreign foreig o O
film NN film NOPre NOPost O

is VBZ be NOPre NOPost O
this DT this NOPre NOPost O
a DT a NOPre NOPost O
foreign JJ foreign foreig o O
film NN film NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
was VBD be NOPre NOPost O
kinky JJ kinky NOPre NOPost B-movie.name
boots NNS boot NOPre NOPost I-movie.name
made VVN make NOPre NOPost O
in IN in NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
is VBZ be NOPre NOPost O
outside IN outside outsid u B-movie.name
the DT the NOPre NOPost I-movie.name
law NN law NOPre NOPost I-movie.name
from IN from NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
produced VVD produce produc o O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
mirror NN mirror NOPre NOPost B-movie.name

what WP what NOPre NOPost O
country NN country countr o O
does VVZ do NOPre NOPost O
mirror NN mirror NOPre NOPost B-movie.name
come VVN come NOPre NOPost O
from IN from NOPre NOPost O

what WP what NOPre NOPost O
country NN country countr o O
does VVZ do NOPre NOPost O
les FW les NOPre NOPost B-movie.name
miserable JJ miserable misera e I-movie.name
come VVN come NOPre NOPost O
from IN from NOPre NOPost O

what WP what NOPre NOPost O
is VBZ be NOPre NOPost O
the DT the NOPre NOPost O
origin NN origin NOPre NOPost O
country NN country countr o O
of IN of NOPre NOPost O
mirror NN mirror NOPre NOPost B-movie.name

in IN in NOPre NOPost O
what WP what NOPre NOPost O
country NN country countr o O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
mirror NN mirror NOPre NOPost B-movie.name
produced VVD produce produc o O

where WRB where NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
mirror NN mirror NOPre NOPost B-movie.name
produced VVD produce produc o O

when WRB when NOPre NOPost O
can MD can NOPre NOPost O
i NNS i NOPre NOPost O
see VV see NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name

when WRB when NOPre NOPost O
was VBD be NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name
released VVN release releas l O

when WRB when NOPre NOPost O
does VVZ do NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name
come VVN come NOPre NOPost O
out RP out NOPre NOPost O

when WRB when NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
top JJ top NOPre NOPost B-movie.name
gun NN gun NOPre NOPost I-movie.name
was VBD be NOPre NOPost O
released VVN release releas l O

when WRB when NOPre NOPost O
did VVD do NOPre NOPost O
richard JJ richard richar i B-director.name
lester NN lester NOPre NOPost I-director.name
start NN start NOPre NOPost O
directing NN directing direct e O

when WRB when NOPre NOPost O
was VBD be NOPre NOPost O
in IN in NOPre NOPost B-movie.name
july RB july NOPre NOPost I-movie.name
released VVN release releas l O

give VV give NOPre NOPost O
me PP me NOPre NOPost O
the DT the NOPre NOPost O
release NN release releas e O
date NN date NOPre NOPost O
for IN for NOPre NOPost O
the DT the NOPre NOPost B-movie.name
little JJ little NOPre NOPost I-movie.name
mermaid NN mermaid mermai e I-movie.name

what WP what NOPre NOPost O
date NN date NOPre NOPost O
was VBD be NOPre NOPost O
spider NN spider NOPre NOPost B-movie.name
released VVN release releas l O

can MD can NOPre NOPost O
you PP you NOPre NOPost O
tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
when WRB when NOPre NOPost O
24 CD @card@ NOPre NOPost B-movie.name
will MD will NOPre NOPost O
be VB be NOPre NOPost O
released VVN release releas l O

do VV do NOPre NOPost O
you PP you NOPre NOPost O
know VV know NOPre NOPost O
when WRB when NOPre NOPost O
24 CD @card@ NOPre NOPost B-movie.name
will MD will NOPre NOPost O
be VB be NOPre NOPost O
released VVN release releas l O

i NNS i NOPre NOPost O
want VVP want NOPre NOPost O
to TO to NOPre NOPost O
know VV know NOPre NOPost O
when WRB when NOPre NOPost O
24 CD @card@ NOPre NOPost B-movie.name
will MD will NOPre NOPost O
be VB be NOPre NOPost O
released VVN release releas l O

when WRB when NOPre NOPost O
will MD will NOPre NOPost O
24 RB @card@ NOPre NOPost B-movie.name
be VB be NOPre NOPost O
released VVN release releas l O

how WRB how NOPre NOPost O
will MD will NOPre NOPost O
i NNS i NOPre NOPost O
know VV know NOPre NOPost O
when WRB when NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name
will MD will NOPre NOPost O
be VB be NOPre NOPost O
released VVN release releas l O

please UH please NOPre NOPost O
tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
when WRB when NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name
released VVD release releas l O

please UH please NOPre NOPost O
tell VV tell NOPre NOPost O
me PP me NOPre NOPost O
when WRB when NOPre NOPost O
will MD will NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name
will MD will NOPre NOPost O
be VB be NOPre NOPost O
released VVN release releas l O

when WRB when NOPre NOPost O
will MD will NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
gone VVN go NOPre NOPost B-movie.name
with IN with NOPre NOPost I-movie.name
the DT the NOPre NOPost I-movie.name
wind NN wind NOPre NOPost I-movie.name
be VB be NOPre NOPost O
released VVN release releas l O

do VV do NOPre NOPost O
you PP you NOPre NOPost O
know VV know NOPre NOPost O
when WRB when NOPre NOPost O
this DT this NOPre NOPost O
movie NN movie NOPre NOPost O
is VBZ be NOPre NOPost O
available JJ available availa i O

what WP what NOPre NOPost O
year NN year NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
released VVD release releas l O

which WDT which NOPre NOPost O
decade NN decade NOPre NOPost O
did VVD do NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
come VVN come NOPre NOPost O
out RP out NOPre NOPost O

which WDT which NOPre NOPost O
month NN month NOPre NOPost O
was VBD be NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O
released VVD release releas l O

release NN release releas e O
day NN day NOPre NOPost O
for IN for NOPre NOPost O
the DT the NOPre NOPost O
movie NN movie NOPre NOPost O

may MD may NOPre NOPost O
i NP i NOPre NOPost O
have VHP have NOPre NOPost O
the DT the NOPre NOPost O
date NN date NOPre NOPost O
of IN of NOPre NOPost O
release NN release releas e O
for IN for NOPre NOPost O
this DT this NOPre NOPost O
movie NN movie NOPre NOPost O

release NN release releas e O
date NN date NOPre NOPost O
for IN for NOPre NOPost O
the DT the NOPre NOPost B-movie.name
vow NN vow NOPre NOPost I-movie.name

